Date,Year_Month,SKU,Product_Name,Brand,Category,Months_From_Start,Months_Since_Launch,Lifecycle_Stage,Stores_Carrying,Total_Eligible_Stores,TDP_Percentage,Weighted_TDP,Weighted_TDP_Percentage,Northeast_TDP,Southeast_TDP,Midwest_TDP,West_TDP,Southwest_TDP,Grocery_TDP,Convenience_TDP,BigBox_TDP,Liquor_TDP,GasStation_TDP,Distribution_Velocity,Market_Penetration_Rate
2023-07-01,2023-07,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,5.95,5.72,Growth,845,1165,72.53,2879.72,85.00,57.68,63.99,69.64,48.48,56.04,69.86,46.80,54.27,74.65,48.72,8.50,88.64
2023-07-01,2023-07,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,5.95,1.97,Launch,398,1165,34.16,1416.90,41.82,25.94,30.57,30.92,25.00,29.67,32.14,21.17,21.11,44.70,18.80,8.50,77.01
2023-07-01,2023-07,BEER-1051,New Belgium 1554,New Belgium,Beer,5.95,0.59,Launch,190,1165,16.31,682.67,20.15,12.29,15.54,13.65,9.47,21.98,17.56,10.31,10.05,16.59,7.69,8.50,82.01
2023-07-01,2023-07,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,5.95,3.02,Growth,853,1165,73.22,2861.23,84.45,55.29,61.14,69.64,57.20,59.34,73.45,49.03,49.75,75.58,39.32,8.50,83.99
2023-07-01,2023-07,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,5.95,1.51,Launch,407,1165,34.94,1424.73,42.05,29.35,28.76,33.15,23.11,32.97,33.93,20.33,27.64,41.47,16.24,8.50,90.69
2023-07-01,2023-07,BEER-1056,Lagunitas IPA,Lagunitas,Beer,5.95,0.13,Launch,183,1165,15.71,679.70,20.06,13.99,9.59,13.93,14.02,19.78,15.17,11.98,12.56,13.36,8.55,8.50,77.82
2023-07-01,2023-07,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,5.95,5.06,Growth,828,1165,71.07,2824.28,83.36,57.00,59.33,66.85,51.14,62.64,69.66,47.91,49.75,73.27,41.88,8.50,85.62
2023-07-01,2023-07,BEER-1060,60 Minute IPA,Dogfish Head,Beer,5.95,4.63,Growth,826,1165,70.90,2828.76,83.49,58.36,61.40,66.30,48.48,57.14,70.66,48.47,47.24,74.65,35.90,8.50,82.55
2023-07-01,2023-07,BEER-1063,Two Hearted IPA,Bell's,Beer,5.95,1.22,Launch,395,1165,33.91,1359.86,40.14,29.01,26.17,33.70,23.48,28.57,33.33,20.89,25.13,36.41,20.51,8.50,92.12
2023-07-01,2023-07,BEER-1068,Belgian White,Shock Top,Beer,5.95,4.47,Growth,825,1165,70.82,2823.69,83.34,56.31,62.18,65.46,49.62,59.34,72.06,44.57,48.74,75.12,37.61,8.50,87.97
2023-07-01,2023-07,BEER-1069,Pure Gold,Michelob Ultra,Beer,5.95,4.83,Growth,838,1165,71.93,2859.10,84.39,56.31,61.14,67.69,53.03,59.34,70.66,47.91,53.27,70.97,44.44,8.50,89.19
2023-07-01,2023-07,BEER-1071,Original,Tecate,Beer,5.95,3.29,Growth,831,1165,71.33,2828.10,83.47,60.41,59.59,67.13,48.48,60.44,71.06,47.08,50.25,73.27,40.17,8.50,91.48
2023-07-01,2023-07,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,5.95,0.03,Launch,12,1165,1.03,57.00,1.68,1.71,0.78,0.56,0.38,1.10,0.60,0.28,0.50,3.23,0.00,3.00,14.33
2023-08-01,2023-08,BEER-1000,Budweiser Original,Budweiser,Beer,6.96,1.31,Launch,391,1165,33.56,1356.18,40.03,23.21,29.27,32.31,26.89,25.27,32.73,19.78,27.14,35.48,21.37,8.50,75.83
2023-08-01,2023-08,BEER-1001,Budweiser Light,Budweiser,Beer,6.96,2.37,Launch,401,1165,34.42,1440.96,42.53,31.40,29.27,30.92,20.83,32.97,36.33,19.78,23.12,35.48,21.37,8.50,92.07
2023-08-01,2023-08,BEER-1004,Coors Original,Coors,Beer,6.96,2.86,Launch,401,1165,34.42,1391.23,41.06,27.99,31.87,32.03,22.35,24.18,34.13,20.61,27.64,36.41,18.80,8.50,82.49
2023-08-01,2023-08,BEER-1005,Coors Light,Coors,Beer,6.96,5.09,Growth,830,1165,71.24,2809.71,82.93,59.73,62.18,67.13,42.05,69.23,71.26,44.01,51.76,74.65,42.74,8.50,93.59
2023-08-01,2023-08,BEER-1006,Coors Banquet,Coors,Beer,6.96,2.14,Launch,380,1165,32.62,1367.33,40.36,29.01,25.91,31.48,23.11,23.08,31.54,19.50,29.65,33.64,17.09,8.50,91.67
2023-08-01,2023-08,BEER-1009,Miller Lite,Miller,Beer,6.96,6.96,Growth,945,1165,81.12,3072.52,90.69,65.53,68.91,74.65,57.95,72.53,78.84,55.99,56.28,83.41,47.86,2.00,88.72
2023-08-01,2023-08,BEER-1011,Miller 64,Miller,Beer,6.96,0.76,Launch,202,1165,17.34,711.35,21.00,12.97,14.25,14.76,13.26,23.08,16.97,10.58,12.06,18.89,11.97,8.50,94.42
2023-08-01,2023-08,BEER-1012,Corona Extra,Corona,Beer,6.96,0.72,Launch,208,1165,17.85,727.48,21.47,15.70,16.58,14.76,11.74,15.38,18.36,11.14,10.05,17.51,15.38,8.50,78.53
2023-08-01,2023-08,BEER-1014,Corona Premier,Corona,Beer,6.96,3.15,Growth,847,1165,72.70,2883.44,85.11,61.43,63.21,67.13,46.97,63.74,72.26,47.35,52.26,76.50,38.46,8.50,81.36
2023-08-01,2023-08,BEER-1015,Corona Familiar,Corona,Beer,6.96,2.60,Launch,384,1165,32.96,1404.96,41.47,24.23,30.57,31.20,22.73,25.27,32.53,18.66,27.14,34.56,21.37,8.50,83.40
2023-08-01,2023-08,BEER-1016,Heineken Original,Heineken,Beer,6.96,5.09,Growth,820,1165,70.39,2803.47,82.75,56.31,59.59,67.41,50.00,56.04,69.06,47.35,53.77,70.51,37.61,8.50,79.88
2023-08-01,2023-08,BEER-1017,Heineken Light,Heineken,Beer,6.96,5.55,Growth,833,1165,71.50,2849.20,84.10,52.56,63.73,67.13,49.24,68.13,72.85,46.52,51.76,71.89,35.90,8.50,81.37
2023-08-01,2023-08,BEER-1018,Heineken 0.0,Heineken,Beer,6.96,1.31,Launch,380,1165,32.62,1354.87,39.99,26.96,29.79,29.53,20.83,27.47,33.33,21.17,20.10,35.94,16.24,8.50,80.50
2023-08-01,2023-08,BEER-1019,Heineken Silver,Heineken,Beer,6.96,1.74,Launch,410,1165,35.19,1455.25,42.95,25.26,30.05,35.10,25.76,28.57,36.33,20.89,23.12,38.71,19.66,8.50,77.48
2023-08-01,2023-08,BEER-1020,Stella Artois Original,Stella Artois,Beer,6.96,1.31,Launch,397,1165,34.08,1433.19,42.30,27.99,30.83,33.70,19.32,26.37,33.13,23.40,24.62,36.87,15.38,8.50,80.34
2023-08-01,2023-08,BEER-1023,Stella Artois Unfiltered,Stella Artois,Beer,6.96,2.10,Launch,381,1165,32.70,1362.97,40.23,27.99,25.13,32.59,23.48,25.27,33.13,23.12,25.63,29.03,15.38,8.50,93.88
2023-08-01,2023-08,BEER-1024,Blue Moon Belgian White,Blue Moon,Beer,6.96,4.37,Growth,831,1165,71.33,2843.74,83.93,60.07,59.07,64.07,53.03,62.64,73.45,46.24,46.23,76.50,33.33,8.50,75.54
2023-08-01,2023-08,BEER-1025,Blue Moon Light Sky,Blue Moon,Beer,6.96,0.00,Launch,177,1165,15.19,635.01,18.74,10.24,13.73,15.88,9.09,14.29,15.37,9.47,12.06,15.67,6.84,8.50,84.51
2023-08-01,2023-08,BEER-1026,Blue Moon Mango Wheat,Blue Moon,Beer,6.96,0.33,Launch,225,1165,19.31,783.53,23.13,16.72,17.62,18.38,9.85,17.58,19.76,11.14,14.07,20.74,11.11,8.50,84.92
2023-08-01,2023-08,BEER-1029,Sam Adams Light,Sam Adams,Beer,6.96,1.61,Launch,384,1165,32.96,1365.91,40.32,24.91,29.27,32.87,20.83,27.47,34.13,21.45,22.61,33.18,16.24,8.50,87.86
2023-08-01,2023-08,BEER-1031,Sam Adams IPA,Sam Adams,Beer,6.96,2.17,Launch,390,1165,33.48,1411.16,41.65,28.67,28.24,28.97,25.00,29.67,36.73,17.27,21.61,40.09,11.97,8.50,87.44
2023-08-01,2023-08,BEER-1032,Guinness Draught,Guinness,Beer,6.96,6.34,Growth,992,1165,85.15,3167.48,93.49,71.67,73.32,76.04,60.98,71.43,81.24,59.33,62.81,87.10,49.57,2.00,91.49
2023-08-01,2023-08,BEER-1033,Guinness Extra Stout,Guinness,Beer,6.96,5.45,Growth,841,1165,72.19,2845.19,83.98,57.68,63.21,68.25,48.48,60.44,73.05,47.91,50.25,75.58,33.33,8.50,78.87
2023-08-01,2023-08,BEER-1036,Modelo Especial,Modelo,Beer,6.96,6.54,Growth,977,1165,83.86,3129.10,92.36,69.28,70.73,76.32,60.61,73.63,82.44,56.27,60.80,86.64,45.30,2.00,94.14
2023-08-01,2023-08,BEER-1037,Modelo Negra,Modelo,Beer,6.96,2.30,Launch,395,1165,33.91,1385.80,40.90,24.57,31.35,34.26,20.08,28.57,34.73,20.33,19.60,39.63,19.66,8.50,79.64
2023-08-01,2023-08,BEER-1038,Modelo Chelada,Modelo,Beer,6.96,6.96,Growth,974,1165,83.61,3102.49,91.57,69.28,68.65,76.60,62.50,72.53,80.24,56.82,60.80,84.79,53.85,2.00,87.84
2023-08-01,2023-08,BEER-1039,Modelo Light,Modelo,Beer,6.96,5.22,Growth,839,1165,72.02,2802.36,82.71,61.43,59.59,66.85,49.62,63.74,72.65,45.68,50.25,75.58,40.17,8.50,81.01
2023-08-01,2023-08,BEER-1041,Dos Equis Amber,Dos Equis,Beer,6.96,2.27,Launch,421,1165,36.14,1439.27,42.48,26.28,35.23,32.31,27.27,21.98,39.12,22.84,21.61,35.48,19.66,8.50,94.30
2023-08-01,2023-08,BEER-1042,Dos Equis Lime & Salt,Dos Equis,Beer,6.96,6.60,Growth,972,1165,83.43,3117.26,92.01,67.24,71.24,76.60,61.36,69.23,83.03,53.20,61.81,86.18,47.01,2.00,85.25
2023-08-01,2023-08,BEER-1047,Yuengling Flight,Yuengling,Beer,6.96,1.87,Launch,415,1165,35.62,1473.40,43.49,27.99,31.09,33.98,22.73,34.07,36.93,22.56,21.11,38.71,19.66,8.50,92.93
2023-08-01,2023-08,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,6.96,6.73,Growth,973,1165,83.52,3102.47,91.57,67.24,68.91,77.44,63.26,71.43,80.64,56.82,59.30,86.64,50.43,2.00,94.95
2023-08-01,2023-08,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,6.96,2.99,Launch,401,1165,34.42,1456.16,42.98,23.21,30.57,33.43,25.76,29.67,30.94,22.56,27.14,39.63,21.37,8.50,78.77
2023-08-01,2023-08,BEER-1051,New Belgium 1554,New Belgium,Beer,6.96,1.61,Launch,391,1165,33.56,1383.39,40.83,24.57,30.05,31.75,21.21,36.26,33.13,21.17,22.61,39.17,16.24,8.50,87.47
2023-08-01,2023-08,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,6.96,4.04,Growth,834,1165,71.59,2852.29,84.19,57.34,63.47,66.85,47.35,61.54,70.46,45.68,52.76,76.04,40.17,8.50,91.15
2023-08-01,2023-08,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,6.96,2.53,Launch,388,1165,33.30,1362.83,40.22,27.99,25.91,34.82,22.35,24.18,33.13,22.01,21.11,34.10,23.08,8.50,83.70
2023-08-01,2023-08,BEER-1054,Sierra Nevada Hazy Little Thing,Sierra Nevada,Beer,6.96,0.89,Launch,209,1165,17.94,739.24,21.82,17.41,15.54,12.81,12.50,20.88,17.37,12.26,12.56,18.89,10.26,8.50,91.87
2023-08-01,2023-08,BEER-1056,Lagunitas IPA,Lagunitas,Beer,6.96,1.15,Launch,407,1165,34.94,1406.46,41.51,25.60,28.50,35.93,25.00,29.67,34.33,22.84,22.61,38.71,20.51,8.50,92.32
2023-08-01,2023-08,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,6.96,6.08,Growth,980,1165,84.12,3131.45,92.43,68.60,70.21,75.21,65.15,72.53,82.83,56.82,62.81,82.95,47.86,2.00,80.50
2023-08-01,2023-08,BEER-1060,60 Minute IPA,Dogfish Head,Beer,6.96,5.65,Growth,847,1165,72.70,2841.52,83.87,61.09,60.10,67.97,50.00,65.93,70.26,49.86,51.26,74.19,45.30,8.50,92.71
2023-08-01,2023-08,BEER-1062,All Day IPA,Founders,Beer,6.96,0.69,Launch,188,1165,16.14,677.64,20.00,11.60,15.03,14.76,10.61,16.48,14.57,11.42,11.56,18.43,9.40,8.50,77.88
2023-08-01,2023-08,BEER-1063,Two Hearted IPA,Bell's,Beer,6.96,2.23,Launch,386,1165,33.13,1352.65,39.92,22.87,35.23,29.25,20.08,27.47,35.93,15.88,22.11,36.41,22.22,8.50,84.60
2023-08-01,2023-08,BEER-1064,Black Butte Porter,Deschutes,Beer,6.96,0.39,Launch,201,1165,17.25,690.22,20.37,14.33,13.21,18.38,11.36,13.19,16.97,11.14,12.06,16.59,13.68,8.50,86.11
2023-08-01,2023-08,BEER-1065,Steam Beer,Anchor,Beer,6.96,0.03,Launch,199,1165,17.08,741.66,21.89,13.99,17.36,15.88,9.85,8.79,19.16,10.58,13.57,14.75,5.13,8.50,89.43
2023-08-01,2023-08,BEER-1068,Belgian White,Shock Top,Beer,6.96,5.49,Growth,825,1165,70.82,2822.37,83.30,55.63,59.59,67.13,49.24,67.03,69.66,45.96,50.75,74.19,41.88,8.50,86.46
2023-08-01,2023-08,BEER-1069,Pure Gold,Michelob Ultra,Beer,6.96,5.85,Growth,831,1165,71.33,2846.17,84.01,55.97,62.95,64.90,47.35,72.53,73.05,45.13,48.24,73.73,40.17,8.50,76.12
2023-08-01,2023-08,BEER-1071,Original,Tecate,Beer,6.96,4.30,Growth,840,1165,72.10,2814.00,83.06,59.04,60.36,67.13,51.14,63.74,71.46,46.80,48.74,78.34,40.17,8.50,82.97
2023-08-01,2023-08,BEER-1073,Munich Dunkel,Negra Modelo,Beer,6.96,0.53,Launch,210,1165,18.03,770.03,22.73,13.99,14.51,17.27,12.12,20.88,17.96,12.53,11.06,19.35,9.40,8.50,83.84
2023-08-01,2023-08,SELT-1075,White Claw Mango,White Claw,Hard Seltzer,6.96,0.76,Launch,39,1165,3.35,151.90,4.48,3.75,2.33,1.39,3.41,5.49,2.40,2.23,3.52,4.15,2.56,3.00,23.19
2023-08-01,2023-08,SELT-1078,White Claw Watermelon,White Claw,Hard Seltzer,6.96,0.92,Launch,35,1165,3.00,174.70,5.16,2.73,2.85,1.39,3.03,3.30,3.59,0.00,2.51,5.53,0.00,3.00,36.52
2023-08-01,2023-08,SELT-1098,Vizzy Blueberry Pomegranate,Vizzy,Hard Seltzer,6.96,0.33,Launch,14,1165,1.20,37.70,1.11,1.37,1.04,0.84,1.14,0.00,0.80,0.84,0.50,2.76,0.00,3.00,18.15
2023-08-01,2023-08,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,6.96,1.05,Launch,40,1165,3.43,138.60,4.09,2.73,2.33,3.06,3.41,3.30,3.19,0.84,2.01,7.37,0.85,3.00,17.46
2023-09-01,2023-09,BEER-1000,Budweiser Original,Budweiser,Beer,7.98,2.33,Launch,409,1165,35.11,1470.94,43.42,24.91,27.98,36.49,25.76,31.87,35.13,23.40,23.12,36.41,20.51,8.50,94.82
2023-09-01,2023-09,BEER-1001,Budweiser Light,Budweiser,Beer,7.98,3.38,Growth,845,1165,72.53,2888.61,85.26,56.66,62.18,67.97,51.14,65.93,72.46,45.68,56.78,74.19,37.61,8.50,83.51
2023-09-01,2023-09,BEER-1002,Budweiser Select,Budweiser,Beer,7.98,0.07,Launch,187,1165,16.05,669.92,19.77,12.63,14.51,13.37,11.36,17.58,17.37,7.24,13.07,15.21,12.82,8.50,76.77
2023-09-01,2023-09,BEER-1003,Budweiser Zero,Budweiser,Beer,7.98,0.79,Launch,218,1165,18.71,759.18,22.41,16.04,15.80,17.55,11.36,18.68,18.36,10.03,14.07,18.43,18.80,8.50,90.23
2023-09-01,2023-09,BEER-1004,Coors Original,Coors,Beer,7.98,3.88,Growth,838,1165,71.93,2855.45,84.28,56.31,61.40,71.59,46.97,60.44,74.05,47.35,49.75,73.73,32.48,8.50,93.28
2023-09-01,2023-09,BEER-1005,Coors Light,Coors,Beer,7.98,6.11,Growth,985,1165,84.55,3148.59,92.93,67.92,73.58,75.49,62.50,72.53,84.23,54.60,63.82,83.41,50.43,2.00,75.63
2023-09-01,2023-09,BEER-1006,Coors Banquet,Coors,Beer,7.98,3.15,Growth,841,1165,72.19,2863.63,84.52,58.02,62.69,69.08,48.48,58.24,70.46,46.24,56.78,74.65,40.17,8.50,81.81
2023-09-01,2023-09,BEER-1009,Miller Lite,Miller,Beer,7.98,7.98,Growth,974,1165,83.61,3121.86,92.14,68.26,71.50,75.49,62.88,67.03,82.83,56.82,59.30,84.33,46.15,2.00,81.43
2023-09-01,2023-09,BEER-1011,Miller 64,Miller,Beer,7.98,1.77,Launch,394,1165,33.82,1408.29,41.57,25.94,27.72,30.64,27.65,30.77,34.33,21.17,23.62,35.94,17.95,8.50,92.15
2023-09-01,2023-09,BEER-1012,Corona Extra,Corona,Beer,7.98,1.74,Launch,397,1165,34.08,1408.01,41.56,25.26,30.57,32.87,21.97,31.87,33.33,21.45,26.63,37.79,15.38,8.50,76.85
2023-09-01,2023-09,BEER-1014,Corona Premier,Corona,Beer,7.98,4.17,Growth,843,1165,72.36,2842.71,83.90,57.34,63.47,67.41,51.52,57.14,71.06,49.58,53.77,72.35,38.46,8.50,88.93
2023-09-01,2023-09,BEER-1015,Corona Familiar,Corona,Beer,7.98,3.61,Growth,822,1165,70.56,2794.45,82.48,58.02,59.07,67.69,48.11,59.34,73.45,45.40,45.73,71.43,38.46,8.50,85.97
2023-09-01,2023-09,BEER-1016,Heineken Original,Heineken,Beer,7.98,6.11,Growth,976,1165,83.78,3139.04,92.65,69.28,73.06,77.44,58.33,64.84,80.84,58.50,58.29,85.25,51.28,2.00,82.79
2023-09-01,2023-09,BEER-1017,Heineken Light,Heineken,Beer,7.98,6.57,Growth,979,1165,84.03,3117.42,92.01,67.24,71.50,74.65,64.39,74.73,83.23,57.66,58.29,82.95,50.43,2.00,80.71
2023-09-01,2023-09,BEER-1018,Heineken 0.0,Heineken,Beer,7.98,2.33,Launch,401,1165,34.42,1461.25,43.13,30.72,28.50,34.82,20.45,24.18,35.73,22.28,23.12,35.02,17.09,8.50,92.55
2023-09-01,2023-09,BEER-1019,Heineken Silver,Heineken,Beer,7.98,2.76,Launch,379,1165,32.53,1280.22,37.79,23.89,28.50,32.31,20.45,31.87,32.93,21.17,20.60,33.18,21.37,8.50,82.39
2023-09-01,2023-09,BEER-1020,Stella Artois Original,Stella Artois,Beer,7.98,2.33,Launch,377,1165,32.36,1351.06,39.88,23.21,29.02,33.43,20.83,24.18,34.33,20.33,22.61,32.72,13.68,8.50,76.31
2023-09-01,2023-09,BEER-1023,Stella Artois Unfiltered,Stella Artois,Beer,7.98,3.12,Growth,833,1165,71.50,2813.73,83.05,54.61,62.95,67.97,48.11,64.84,71.66,46.52,49.75,72.35,43.59,8.50,75.20
2023-09-01,2023-09,BEER-1024,Blue Moon Belgian White,Blue Moon,Beer,7.98,5.39,Growth,844,1165,72.45,2856.50,84.31,57.68,61.92,66.30,52.27,65.93,73.45,48.47,46.73,76.04,37.61,8.50,76.14
2023-09-01,2023-09,BEER-1025,Blue Moon Light Sky,Blue Moon,Beer,7.98,1.02,Launch,423,1165,36.31,1473.39,43.49,27.99,34.72,31.20,26.52,27.47,35.13,24.23,25.63,39.17,20.51,8.50,90.54
2023-09-01,2023-09,BEER-1026,Blue Moon Mango Wheat,Blue Moon,Beer,7.98,1.35,Launch,384,1165,32.96,1351.17,39.88,26.96,29.53,30.08,20.83,30.77,33.93,22.56,21.11,32.72,17.09,8.50,92.19
2023-09-01,2023-09,BEER-1028,Sam Adams Boston Lager,Sam Adams,Beer,7.98,0.49,Launch,194,1165,16.65,692.67,20.44,12.29,13.99,16.71,10.98,16.48,17.17,11.14,8.54,17.05,11.97,8.50,93.54
2023-09-01,2023-09,BEER-1029,Sam Adams Light,Sam Adams,Beer,7.98,2.63,Launch,399,1165,34.25,1525.86,45.04,24.23,28.24,32.87,28.79,27.47,34.53,23.12,16.58,43.32,13.68,8.50,86.63
2023-09-01,2023-09,BEER-1030,Sam Adams Seasonal,Sam Adams,Beer,7.98,0.56,Launch,181,1165,15.54,629.38,18.58,9.22,15.28,15.04,11.36,12.09,14.37,10.31,15.58,15.21,6.84,8.50,91.41
2023-09-01,2023-09,BEER-1031,Sam Adams IPA,Sam Adams,Beer,7.98,3.19,Growth,840,1165,72.10,2843.64,83.93,55.97,61.14,68.25,52.27,62.64,73.05,47.35,45.73,76.50,40.17,8.50,89.70
2023-09-01,2023-09,BEER-1032,Guinness Draught,Guinness,Beer,7.98,7.36,Growth,954,1165,81.89,3086.02,91.09,67.24,71.50,71.87,57.95,76.92,81.64,52.92,55.28,86.18,49.57,2.00,92.53
2023-09-01,2023-09,BEER-1033,Guinness Extra Stout,Guinness,Beer,7.98,6.47,Growth,978,1165,83.95,3132.92,92.47,65.87,72.54,76.88,62.50,70.33,82.44,55.99,60.30,85.25,50.43,2.00,94.23
2023-09-01,2023-09,BEER-1034,Guinness Blonde,Guinness,Beer,7.98,0.36,Launch,194,1165,16.65,697.02,20.57,15.02,12.69,14.48,12.50,17.58,15.97,11.14,12.06,19.35,6.84,8.50,78.12
2023-09-01,2023-09,BEER-1036,Modelo Especial,Modelo,Beer,7.98,7.56,Growth,962,1165,82.58,3086.18,91.09,65.87,72.28,72.14,61.74,74.73,81.44,53.76,59.30,83.87,52.14,2.00,77.09
2023-09-01,2023-09,BEER-1037,Modelo Negra,Modelo,Beer,7.98,3.32,Growth,814,1165,69.87,2776.80,81.96,51.88,60.10,68.80,49.24,58.24,71.06,47.08,51.26,67.74,34.19,8.50,76.13
2023-09-01,2023-09,BEER-1038,Modelo Chelada,Modelo,Beer,7.98,7.98,Growth,995,1165,85.41,3150.86,93.00,67.92,74.35,75.21,64.39,75.82,83.03,58.22,61.81,85.71,52.14,2.00,90.67
2023-09-01,2023-09,BEER-1039,Modelo Light,Modelo,Beer,7.98,6.24,Growth,962,1165,82.58,3128.53,92.34,64.16,69.69,75.21,62.88,75.82,81.44,56.82,57.29,86.18,41.88,2.00,82.50
2023-09-01,2023-09,BEER-1041,Dos Equis Amber,Dos Equis,Beer,7.98,3.29,Growth,854,1165,73.30,2823.74,83.34,60.41,62.44,70.75,49.24,57.14,74.05,46.80,51.76,75.58,41.03,8.50,77.85
2023-09-01,2023-09,BEER-1042,Dos Equis Lime & Salt,Dos Equis,Beer,7.98,7.62,Growth,960,1165,82.40,3090.11,91.21,68.26,71.50,74.09,57.58,72.53,81.44,53.76,57.79,84.33,52.14,2.00,86.50
2023-09-01,2023-09,BEER-1044,Yuengling Traditional Lager,Yuengling,Beer,7.98,0.66,Launch,197,1165,16.91,723.49,21.35,13.99,15.03,14.76,13.26,10.99,18.16,10.31,10.55,19.35,5.13,8.50,94.82
2023-09-01,2023-09,BEER-1047,Yuengling Flight,Yuengling,Beer,7.98,2.89,Launch,390,1165,33.48,1431.09,42.24,20.82,29.27,37.33,21.97,26.37,34.53,18.38,26.13,36.87,16.24,8.50,88.98
2023-09-01,2023-09,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,7.98,7.75,Growth,965,1165,82.83,3115.29,91.95,66.21,70.98,76.60,57.95,75.82,81.64,57.38,57.79,83.41,46.15,2.00,76.49
2023-09-01,2023-09,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,7.98,4.01,Growth,831,1165,71.33,2829.47,83.51,56.31,63.73,66.57,48.48,58.24,71.06,48.75,48.74,73.73,36.75,8.50,94.83
2023-09-01,2023-09,BEER-1051,New Belgium 1554,New Belgium,Beer,7.98,2.63,Launch,413,1165,35.45,1486.18,43.87,28.33,28.76,34.54,26.52,27.47,32.93,24.23,29.65,38.25,16.24,8.50,80.49
2023-09-01,2023-09,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,7.98,5.06,Growth,835,1165,71.67,2833.82,83.64,56.31,60.88,66.85,53.03,60.44,74.25,45.96,51.76,72.35,32.48,8.50,94.39
2023-09-01,2023-09,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,7.98,3.55,Growth,863,1165,74.08,2902.44,85.67,60.07,63.47,67.69,54.55,60.44,74.05,49.03,51.76,79.26,35.04,8.50,77.86
2023-09-01,2023-09,BEER-1054,Sierra Nevada Hazy Little Thing,Sierra Nevada,Beer,7.98,1.91,Launch,386,1165,33.13,1316.19,38.85,32.08,24.35,32.03,22.73,25.27,32.34,24.23,20.60,30.88,24.79,8.50,93.61
2023-09-01,2023-09,BEER-1056,Lagunitas IPA,Lagunitas,Beer,7.98,2.17,Launch,421,1165,36.14,1522.41,44.93,29.69,32.12,34.54,24.62,23.08,34.33,23.12,23.62,42.40,23.08,8.50,77.19
2023-09-01,2023-09,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,7.98,7.10,Growth,971,1165,83.35,3141.29,92.72,66.89,69.95,75.49,64.02,71.43,83.63,53.48,56.78,87.56,48.72,2.00,78.51
2023-09-01,2023-09,BEER-1058,Lagunitas Censored,Lagunitas,Beer,7.98,0.79,Launch,203,1165,17.42,720.48,21.27,16.38,14.77,15.60,9.09,19.78,16.17,12.53,13.07,19.82,6.84,8.50,78.47
2023-09-01,2023-09,BEER-1060,60 Minute IPA,Dogfish Head,Beer,7.98,6.67,Growth,972,1165,83.43,3140.46,92.69,68.60,69.43,76.60,62.12,70.33,81.44,56.55,61.31,84.79,47.01,2.00,90.80
2023-09-01,2023-09,BEER-1061,IPA,Stone,Beer,7.98,0.53,Launch,191,1165,16.39,677.00,19.98,11.60,15.03,15.88,12.12,10.99,16.17,10.03,11.56,17.05,11.97,8.50,80.72
2023-09-01,2023-09,BEER-1062,All Day IPA,Founders,Beer,7.98,1.71,Launch,392,1165,33.65,1405.26,41.48,25.60,30.83,31.75,23.48,24.18,35.13,18.38,20.60,37.79,23.08,8.50,91.92
2023-09-01,2023-09,BEER-1063,Two Hearted IPA,Bell's,Beer,7.98,3.25,Growth,846,1165,72.62,2906.24,85.78,58.70,60.36,69.08,50.76,64.84,71.66,46.24,53.77,74.65,44.44,8.50,82.72
2023-09-01,2023-09,BEER-1064,Black Butte Porter,Deschutes,Beer,7.98,1.41,Launch,383,1165,32.88,1281.03,37.81,25.26,28.50,33.43,19.70,29.67,33.33,22.28,24.62,30.41,17.95,8.50,82.46
2023-09-01,2023-09,BEER-1065,Steam Beer,Anchor,Beer,7.98,1.05,Launch,405,1165,34.76,1468.57,43.35,30.03,24.87,37.33,21.59,32.97,33.53,21.73,26.63,41.01,14.53,8.50,85.94
2023-09-01,2023-09,BEER-1066,Lager,Brooklyn,Beer,7.98,0.79,Launch,187,1165,16.05,647.34,19.11,14.68,12.44,16.16,10.61,10.99,17.17,11.42,10.05,15.21,5.98,8.50,82.69
2023-09-01,2023-09,BEER-1067,312 Urban Wheat,Goose Island,Beer,7.98,0.13,Launch,194,1165,16.65,722.16,21.31,16.72,11.14,18.66,8.71,13.19,13.57,9.75,14.57,23.04,10.26,8.50,75.10
