Retailer_ID,Chain_Name,Store_Type,Region,State,City,Warehouse_ID,Store_Size,Urban_Rural,Location_Type,Market_Tier,Alcohol_License
RTL-02194,Speedway,Convenience,Northeast,NJ,Newark,WH-1002,Small,Suburban,Retail,Tier 3,True
RTL-02195,Giant Eagle,Grocery,Northeast,NJ,Newark,WH-1005,Superstore,Urban,Retail,Tier 2,True
RTL-02196,RaceTrac,Convenience,Northeast,NJ,Newark,WH-1002,Medium,Urban,Retail,Tier 3,True
RTL-02197,King Soopers,Grocery,Northeast,NJ,Newark,WH-1008,Large,Suburban,Retail,Tier 3,True
RTL-02198,Harris Teeter,Grocery,Northeast,NJ,Newark,WH-1006,Large,Suburban,Retail,Tier 3,True
RTL-02199,Mobil,Gas Station,Northeast,NJ,Newark,WH-1008,Medium,Urban,Retail,Tier 2,True
RTL-02200,Circle K,Convenience,Northeast,NJ,Newark,WH-1008,Small,Rural,Retail,Tier 2,True
RTL-02201,BJ's Wholesale,Big Box,Northeast,NJ,Newark,WH-1001,Small,Urban,Retail,Tier 2,True
RTL-02202,Safeway,Grocery,Northeast,NJ,Newark,WH-1005,Large,Rural,Retail,Tier 2,True
RTL-02203,Target,Big Box,Northeast,NJ,Newark,WH-1002,Large,Urban,Retail,Tier 1,True
RTL-02204,Total Wine,Liquor,Northeast,NJ,Newark,WH-1008,Small,Suburban,Retail,Tier 3,True
RTL-02205,Kroger,Grocery,Northeast,NJ,Newark,WH-1004,Medium,Suburban,Retail,Tier 3,True
RTL-02206,BJ's Wholesale,Big Box,Northeast,NJ,Newark,WH-1001,Medium,Suburban,Retail,Tier 3,False
RTL-02207,Target,Big Box,Northeast,NJ,Newark,WH-1003,Medium,Suburban,Retail,Tier 2,True
RTL-02208,Cumberland Farms,Convenience,Northeast,NJ,Newark,WH-1003,Medium,Rural,Retail,Tier 3,False
RTL-02209,Binny's,Liquor,Northeast,NJ,Newark,WH-1005,Large,Urban,Retail,Tier 1,True
RTL-02210,Wegmans,Grocery,Northeast,NJ,Newark,WH-1007,Medium,Suburban,Retail,Tier 1,True
RTL-02211,Party City Liquor,Liquor,Northeast,NJ,Newark,WH-1006,Large,Rural,Retail,Tier 1,True
RTL-02212,Stop & Shop,Grocery,Northeast,NJ,Newark,WH-1003,Small,Suburban,Retail,Tier 3,True
RTL-02213,Total Wine,Liquor,Northeast,NJ,Newark,WH-1004,Large,Urban,Retail,Tier 1,True
RTL-02214,Sunoco,Gas Station,Northeast,PA,Allentown,WH-1002,Small,Suburban,Retail,Tier 3,False
RTL-02215,Wawa,Convenience,Northeast,PA,Pittsburgh,WH-1004,Large,Urban,Retail,Tier 1,True
RTL-02216,Citgo,Gas Station,Northeast,PA,Philadelphia,WH-1006,Small,Suburban,Retail,Tier 3,True
RTL-02217,QFC,Grocery,Northeast,PA,Bethlehem,WH-1007,Small,Suburban,Retail,Tier 3,True
RTL-02218,Food Lion,Grocery,Northeast,PA,Erie,WH-1004,Medium,Suburban,Retail,Tier 3,True
RTL-02219,Speedway,Convenience,Northeast,PA,Reading,WH-1002,Small,Urban,Retail,Tier 3,True
RTL-02220,Casey's,Convenience,Northeast,PA,Scranton,WH-1004,Small,Urban,Retail,Tier 3,True
RTL-02221,Royal Farms,Convenience,Northeast,PA,Philadelphia,WH-1005,Large,Suburban,Retail,Tier 3,False
RTL-02222,Casey's,Convenience,Northeast,PA,Erie,WH-1002,Large,Rural,Retail,Tier 3,True
RTL-02223,Cumberland Farms,Convenience,Northeast,PA,Pittsburgh,WH-1003,Medium,Suburban,Retail,Tier 2,True
RTL-02224,7-Eleven,Convenience,Northeast,PA,Allentown,WH-1004,Large,Urban,Retail,Tier 1,True
RTL-02225,Wegmans,Grocery,Northeast,PA,Bethlehem,WH-1003,Medium,Suburban,Retail,Tier 2,True
RTL-02226,Smith's,Grocery,Northeast,PA,Reading,WH-1005,Small,Urban,Retail,Tier 2,True
RTL-02227,Stop & Shop,Grocery,Northeast,PA,Reading,WH-1002,Medium,Suburban,Retail,Tier 3,True
RTL-02228,7-Eleven,Convenience,Northeast,PA,Allentown,WH-1007,Medium,Suburban,Retail,Tier 3,True
RTL-02229,QuikTrip,Convenience,Northeast,PA,Pittsburgh,WH-1008,Small,Urban,Retail,Tier 3,False
RTL-02230,Kroger,Grocery,Northeast,PA,Erie,WH-1003,Medium,Urban,Retail,Tier 2,False
RTL-02231,Stop & Shop,Grocery,Northeast,PA,Erie,WH-1005,Medium,Urban,Retail,Tier 2,True
RTL-02232,ABC Fine Wine,Liquor,Northeast,PA,Reading,WH-1008,Large,Suburban,Retail,Tier 3,True
RTL-02233,Royal Farms,Convenience,Northeast,PA,Allentown,WH-1006,Medium,Rural,Retail,Tier 2,False
RTL-02234,7-Eleven,Convenience,Northeast,PA,Allentown,WH-1002,Medium,Urban,Retail,Tier 2,True
RTL-02235,Royal Farms,Convenience,Northeast,PA,Erie,WH-1005,Small,Suburban,Retail,Tier 2,True
RTL-02236,King Soopers,Grocery,Northeast,PA,Scranton,WH-1006,Medium,Suburban,Retail,Tier 3,True
RTL-02237,Fred Meyer,Grocery,Northeast,PA,Erie,WH-1003,Large,Urban,Retail,Tier 1,False
RTL-02238,BJ's Wholesale,Big Box,Northeast,PA,Erie,WH-1008,Large,Urban,Retail,Tier 3,True
RTL-02239,Sheetz,Convenience,Northeast,PA,Scranton,WH-1006,Small,Suburban,Retail,Tier 3,True
RTL-02240,Fred Meyer,Grocery,Northeast,PA,Scranton,WH-1004,Large,Urban,Retail,Tier 1,True
RTL-02241,Safeway,Grocery,Northeast,PA,Reading,WH-1002,Medium,Urban,Retail,Tier 1,True
RTL-02242,Kroger,Grocery,Northeast,PA,Allentown,WH-1003,Medium,Suburban,Retail,Tier 2,True
RTL-02243,RaceTrac,Convenience,Northeast,PA,Scranton,WH-1003,Large,Suburban,Retail,Tier 3,False
RTL-02244,Sheetz,Convenience,Northeast,PA,Pittsburgh,WH-1004,Large,Urban,Retail,Tier 2,False
RTL-02245,ABC Fine Wine,Liquor,Northeast,PA,Scranton,WH-1008,Medium,Suburban,Retail,Tier 2,True
RTL-02246,Stop & Shop,Grocery,Northeast,PA,Erie,WH-1006,Small,Suburban,Retail,Tier 2,True
RTL-02247,Safeway,Grocery,Northeast,PA,Allentown,WH-1002,Superstore,Suburban,Retail,Tier 3,True
RTL-02248,BP,Gas Station,Northeast,PA,Philadelphia,WH-1005,Large,Rural,Retail,Tier 3,True
RTL-02249,BJ's Wholesale,Big Box,Northeast,PA,Erie,WH-1003,Superstore,Suburban,Retail,Tier 3,False
RTL-02250,Circle K,Convenience,Northeast,PA,Reading,WH-1002,Medium,Urban,Retail,Tier 2,True
RTL-02251,Fred Meyer,Grocery,Northeast,PA,Erie,WH-1005,Large,Rural,Retail,Tier 3,True
RTL-02252,Fry's,Grocery,Northeast,PA,Scranton,WH-1008,Small,Suburban,Retail,Tier 3,True
RTL-02253,Wawa,Convenience,Northeast,PA,Bethlehem,WH-1003,Medium,Urban,Retail,Tier 3,False
RTL-02254,Smith's,Grocery,Northeast,PA,Allentown,WH-1002,Small,Suburban,Retail,Tier 3,True
RTL-02255,Exxon,Gas Station,Northeast,PA,Philadelphia,WH-1003,Small,Suburban,Retail,Tier 3,False
RTL-02256,Stop & Shop,Grocery,Northeast,PA,Erie,WH-1001,Medium,Rural,Retail,Tier 3,True
RTL-02257,Fine Wine & Good Spirits,Liquor,Northeast,PA,Erie,WH-1004,Small,Suburban,Retail,Tier 2,True
RTL-02258,BevMo!,Liquor,Northeast,PA,Bethlehem,WH-1005,Large,Suburban,Retail,Tier 3,True
RTL-02259,Stop & Shop,Grocery,Northeast,PA,Allentown,WH-1004,Medium,Urban,Retail,Tier 2,True
RTL-02260,BJ's Wholesale,Big Box,Northeast,PA,Scranton,WH-1007,Medium,Suburban,Retail,Tier 2,True
RTL-02261,Fry's,Grocery,Northeast,PA,Reading,WH-1002,Medium,Urban,Retail,Tier 2,True
RTL-02262,Casey's,Convenience,Northeast,PA,Pittsburgh,WH-1002,Medium,Urban,Retail,Tier 3,True
RTL-02263,H-E-B,Grocery,Northeast,PA,Philadelphia,WH-1003,Small,Suburban,Retail,Tier 2,True
RTL-02264,BJ's Wholesale,Big Box,Northeast,PA,Pittsburgh,WH-1006,Small,Urban,Retail,Tier 2,True
RTL-02265,Speedway,Convenience,Northeast,PA,Allentown,WH-1001,Medium,Rural,Retail,Tier 2,True
RTL-02266,Target,Big Box,Northeast,PA,Reading,WH-1001,Superstore,Suburban,Retail,Tier 1,True
RTL-02267,Kroger,Grocery,Northeast,PA,Pittsburgh,WH-1004,Small,Urban,Retail,Tier 1,True
RTL-02268,Valero,Gas Station,Northeast,PA,Reading,WH-1004,Medium,Suburban,Retail,Tier 3,True
RTL-02269,State Liquor Store,Liquor,Northeast,PA,Philadelphia,WH-1007,Large,Suburban,Retail,Tier 3,True
RTL-02270,Spec's,Liquor,Northeast,PA,Erie,WH-1001,Medium,Urban,Retail,Tier 1,True
RTL-02271,Stop & Shop,Grocery,Northeast,PA,Allentown,WH-1001,Small,Urban,Retail,Tier 3,True
RTL-02272,Wegmans,Grocery,Northeast,PA,Erie,WH-1005,Medium,Suburban,Retail,Tier 3,True
RTL-02273,Chevron,Gas Station,Northeast,PA,Bethlehem,WH-1003,Medium,Urban,Retail,Tier 2,True
RTL-02274,Wegmans,Grocery,Northeast,PA,Reading,WH-1006,Large,Urban,Retail,Tier 2,True
RTL-02275,Sam's Club,Big Box,Northeast,PA,Philadelphia,WH-1007,Large,Urban,Retail,Tier 3,False
RTL-02276,BP,Gas Station,Northeast,PA,Allentown,WH-1001,Small,Urban,Retail,Tier 2,False
RTL-02277,Harris Teeter,Grocery,Northeast,PA,Pittsburgh,WH-1007,Small,Rural,Retail,Tier 2,True
RTL-02278,Binny's,Liquor,Northeast,PA,Allentown,WH-1008,Small,Suburban,Retail,Tier 3,True
RTL-02279,BP,Gas Station,Northeast,PA,Allentown,WH-1002,Medium,Rural,Retail,Tier 3,True
RTL-02280,Harris Teeter,Grocery,Northeast,PA,Allentown,WH-1006,Medium,Suburban,Retail,Tier 2,True
RTL-02281,Chevron,Gas Station,Northeast,PA,Reading,WH-1004,Small,Rural,Retail,Tier 3,True
RTL-02282,Wawa,Convenience,Northeast,PA,Pittsburgh,WH-1008,Medium,Rural,Retail,Tier 3,True
RTL-02283,Fry's,Grocery,Northeast,PA,Pittsburgh,WH-1005,Large,Suburban,Retail,Tier 3,True
RTL-02284,State Liquor Store,Liquor,Northeast,PA,Scranton,WH-1007,Small,Urban,Retail,Tier 2,True
RTL-02285,Giant Eagle,Grocery,Northeast,PA,Allentown,WH-1001,Large,Urban,Retail,Tier 1,False
RTL-02286,QFC,Grocery,Northeast,PA,Reading,WH-1007,Small,Rural,Retail,Tier 3,True
RTL-02287,Sam's Club,Big Box,Northeast,PA,Reading,WH-1006,Medium,Suburban,Retail,Tier 3,True
RTL-02288,QuikTrip,Convenience,Northeast,PA,Allentown,WH-1007,Medium,Rural,Retail,Tier 2,True
RTL-02289,Casey's,Convenience,Northeast,PA,Bethlehem,WH-1008,Medium,Urban,Retail,Tier 2,True
RTL-02290,Wegmans,Grocery,Northeast,PA,Allentown,WH-1001,Small,Urban,Retail,Tier 3,True
RTL-02291,BevMo!,Liquor,Northeast,PA,Allentown,WH-1001,Medium,Suburban,Retail,Tier 1,True
RTL-02292,Circle K,Convenience,Northeast,PA,Philadelphia,WH-1008,Large,Suburban,Retail,Tier 3,True
RTL-02293,King Soopers,Grocery,Northeast,PA,Pittsburgh,WH-1006,Large,Urban,Retail,Tier 2,True
RTL-02294,Casey's,Convenience,Southeast,DE,City_1,WH-1012,Medium,Urban,Retail,Tier 1,True
RTL-02295,Food Lion,Grocery,Southeast,DE,City_3,WH-1013,Small,Urban,Retail,Tier 2,True
RTL-02296,Royal Farms,Convenience,Southeast,DE,City_3,WH-1018,Medium,Suburban,Retail,Tier 2,True
RTL-02297,Casey's,Convenience,Southeast,DE,City_2,WH-1014,Small,Urban,Retail,Tier 3,True
RTL-02298,Walmart,Big Box,Southeast,DE,City_4,WH-1011,Small,Suburban,Retail,Tier 2,True
RTL-02299,Sheetz,Convenience,Southeast,DE,City_2,WH-1010,Medium,Urban,Retail,Tier 2,False
RTL-02300,Fry's,Grocery,Southeast,DE,City_3,WH-1014,Medium,Suburban,Retail,Tier 1,True
RTL-02301,Mobil,Gas Station,Southeast,DE,City_4,WH-1011,Medium,Urban,Retail,Tier 3,True
RTL-02302,Stop & Shop,Grocery,Southeast,DE,City_1,WH-1010,Medium,Urban,Retail,Tier 2,True
RTL-02303,Fine Wine & Good Spirits,Liquor,Southeast,DE,City_3,WH-1017,Large,Suburban,Retail,Tier 3,True
RTL-02304,Sam's Club,Big Box,Southeast,DE,City_4,WH-1019,Medium,Rural,Retail,Tier 2,True
RTL-02305,RaceTrac,Convenience,Southeast,DE,City_1,WH-1018,Medium,Urban,Retail,Tier 2,False
RTL-02306,Target,Big Box,Southeast,DE,City_3,WH-1019,Small,Suburban,Retail,Tier 2,True
RTL-02307,Kroger,Grocery,Southeast,DE,City_3,WH-1011,Large,Urban,Retail,Tier 3,True
RTL-02308,Costco,Big Box,Southeast,DE,City_5,WH-1013,Medium,Suburban,Retail,Tier 2,True
RTL-02309,Chevron,Gas Station,Southeast,DE,City_2,WH-1012,Small,Rural,Retail,Tier 3,True
RTL-02310,Valero,Gas Station,Southeast,DE,City_1,WH-1012,Large,Urban,Retail,Tier 2,False
RTL-02311,Cumberland Farms,Convenience,Southeast,DE,City_4,WH-1016,Medium,Urban,Retail,Tier 2,True
RTL-02312,King Soopers,Grocery,Southeast,DE,City_4,WH-1015,Small,Rural,Retail,Tier 3,True
RTL-02313,Giant Eagle,Grocery,Southeast,MD,City_2,WH-1017,Large,Urban,Retail,Tier 2,True
RTL-02314,Costco,Big Box,Southeast,MD,City_4,WH-1010,Large,Urban,Retail,Tier 2,False
RTL-02315,7-Eleven,Convenience,Southeast,MD,City_3,WH-1015,Small,Urban,Retail,Tier 2,True
RTL-02316,Sheetz,Convenience,Southeast,MD,City_5,WH-1018,Large,Suburban,Retail,Tier 2,False
RTL-02317,Casey's,Convenience,Southeast,MD,City_2,WH-1013,Small,Suburban,Retail,Tier 2,True
RTL-02318,Food Lion,Grocery,Southeast,MD,City_1,WH-1011,Medium,Rural,Retail,Tier 3,True
RTL-02319,Marathon,Gas Station,Southeast,MD,City_1,WH-1010,Large,Suburban,Retail,Tier 3,True
RTL-02320,Giant Eagle,Grocery,Southeast,MD,City_1,WH-1009,Superstore,Urban,Retail,Tier 2,True
RTL-02321,Costco,Big Box,Southeast,MD,City_1,WH-1015,Large,Suburban,Retail,Tier 3,True
RTL-02322,Giant Eagle,Grocery,Southeast,MD,City_2,WH-1009,Medium,Urban,Retail,Tier 1,True
RTL-02323,Cumberland Farms,Convenience,Southeast,MD,City_2,WH-1018,Medium,Suburban,Retail,Tier 3,True
RTL-02324,QuikTrip,Convenience,Southeast,MD,City_4,WH-1016,Large,Urban,Retail,Tier 3,True
RTL-02325,Costco,Big Box,Southeast,MD,City_3,WH-1009,Small,Urban,Retail,Tier 3,True
RTL-02326,Fry's,Grocery,Southeast,MD,City_4,WH-1012,Medium,Urban,Retail,Tier 3,True
RTL-02327,Party City Liquor,Liquor,Southeast,MD,City_4,WH-1020,Small,Rural,Retail,Tier 2,True
RTL-02328,Royal Farms,Convenience,Southeast,MD,City_1,WH-1010,Small,Suburban,Retail,Tier 2,True
RTL-02329,Shell,Gas Station,Southeast,MD,City_2,WH-1012,Large,Urban,Retail,Tier 2,False
RTL-02330,Costco,Big Box,Southeast,MD,City_2,WH-1019,Large,Rural,Retail,Tier 2,True
RTL-02331,King Soopers,Grocery,Southeast,MD,City_4,WH-1020,Large,Urban,Retail,Tier 1,True
RTL-02332,Harris Teeter,Grocery,Southeast,MD,City_2,WH-1018,Medium,Suburban,Retail,Tier 3,True
RTL-02333,Publix,Grocery,Southeast,MD,City_5,WH-1011,Large,Urban,Retail,Tier 2,True
RTL-02334,7-Eleven,Convenience,Southeast,MD,City_5,WH-1020,Large,Urban,Retail,Tier 3,True
RTL-02335,Party City Liquor,Liquor,Southeast,MD,City_3,WH-1017,Large,Suburban,Retail,Tier 3,True
RTL-02336,Phillips 66,Gas Station,Southeast,MD,City_5,WH-1013,Large,Urban,Retail,Tier 3,True
RTL-02337,Citgo,Gas Station,Southeast,MD,City_3,WH-1015,Small,Suburban,Retail,Tier 3,True
RTL-02338,H-E-B,Grocery,Southeast,MD,City_1,WH-1012,Large,Urban,Retail,Tier 3,False
RTL-02339,Cumberland Farms,Convenience,Southeast,MD,City_4,WH-1014,Medium,Suburban,Retail,Tier 3,False
RTL-02340,Ralphs,Grocery,Southeast,MD,City_2,WH-1020,Medium,Urban,Retail,Tier 2,True
RTL-02341,Costco,Big Box,Southeast,MD,City_4,WH-1020,Medium,Urban,Retail,Tier 1,True
RTL-02342,King Soopers,Grocery,Southeast,MD,City_1,WH-1013,Medium,Rural,Retail,Tier 3,True
RTL-02343,Circle K,Convenience,Southeast,MD,City_2,WH-1019,Medium,Suburban,Retail,Tier 3,False
RTL-02344,BJ's Wholesale,Big Box,Southeast,MD,City_4,WH-1019,Large,Urban,Retail,Tier 2,True
RTL-02345,QFC,Grocery,Southeast,MD,City_2,WH-1010,Medium,Urban,Retail,Tier 1,True
RTL-02346,QuikTrip,Convenience,Southeast,MD,City_1,WH-1012,Small,Suburban,Retail,Tier 3,False
RTL-02347,Fry's,Grocery,Southeast,MD,City_3,WH-1012,Large,Urban,Retail,Tier 1,True
RTL-02348,BJ's Wholesale,Big Box,Southeast,MD,City_3,WH-1017,Medium,Suburban,Retail,Tier 3,True
RTL-02349,Shell,Gas Station,Southeast,MD,City_1,WH-1011,Small,Rural,Retail,Tier 3,True
RTL-02350,QuikTrip,Convenience,Southeast,MD,City_3,WH-1019,Medium,Urban,Retail,Tier 1,False
RTL-02351,Sam's Club,Big Box,Southeast,DC,City_5,WH-1016,Small,Suburban,Retail,Tier 3,False
RTL-02352,ABC Fine Wine,Liquor,Southeast,DC,City_4,WH-1009,Small,Suburban,Retail,Tier 1,True
RTL-02353,Phillips 66,Gas Station,Southeast,DC,City_1,WH-1011,Superstore,Suburban,Retail,Tier 3,False
RTL-02354,Sheetz,Convenience,Southeast,DC,City_5,WH-1015,Medium,Suburban,Retail,Tier 2,True
RTL-02355,Cumberland Farms,Convenience,Southeast,DC,City_4,WH-1011,Large,Urban,Retail,Tier 2,False
RTL-02356,Sheetz,Convenience,Southeast,DC,City_1,WH-1017,Small,Suburban,Retail,Tier 2,True
RTL-02357,Ralphs,Grocery,Southeast,DC,City_5,WH-1011,Small,Suburban,Retail,Tier 2,True
RTL-02358,Sheetz,Convenience,Southeast,DC,City_4,WH-1016,Large,Urban,Retail,Tier 2,True
RTL-02359,Food Lion,Grocery,Southeast,DC,City_5,WH-1009,Small,Suburban,Retail,Tier 2,True
RTL-02360,Smith's,Grocery,Southeast,DC,City_2,WH-1013,Medium,Urban,Retail,Tier 2,True
RTL-02361,ABC Fine Wine,Liquor,Southeast,DC,City_4,WH-1009,Large,Suburban,Retail,Tier 1,True
RTL-02362,Publix,Grocery,Southeast,DC,City_1,WH-1010,Large,Suburban,Retail,Tier 3,True
RTL-02363,Speedway,Convenience,Southeast,DC,City_4,WH-1014,Medium,Suburban,Retail,Tier 3,True
RTL-02364,Royal Farms,Convenience,Southeast,DC,City_4,WH-1014,Medium,Suburban,Retail,Tier 3,False
RTL-02365,Wawa,Convenience,Southeast,VA,Richmond,WH-1015,Medium,Urban,Retail,Tier 3,False
RTL-02366,BJ's Wholesale,Big Box,Southeast,VA,Virginia Beach,WH-1014,Small,Urban,Retail,Tier 3,True
RTL-02367,Walmart,Big Box,Southeast,VA,Virginia Beach,WH-1016,Medium,Urban,Retail,Tier 1,True
RTL-02368,Kroger,Grocery,Southeast,VA,Virginia Beach,WH-1020,Medium,Rural,Retail,Tier 2,True
RTL-02369,King Soopers,Grocery,Southeast,VA,Virginia Beach,WH-1017,Medium,Suburban,Retail,Tier 3,True
RTL-02370,Publix,Grocery,Southeast,VA,Richmond,WH-1012,Small,Suburban,Retail,Tier 3,True
RTL-02371,Smith's,Grocery,Southeast,VA,Virginia Beach,WH-1016,Small,Urban,Retail,Tier 3,True
RTL-02372,Wegmans,Grocery,Southeast,VA,Virginia Beach,WH-1009,Small,Urban,Retail,Tier 1,True
RTL-02373,Harris Teeter,Grocery,Southeast,VA,Virginia Beach,WH-1016,Small,Suburban,Retail,Tier 2,True
RTL-02374,Publix,Grocery,Southeast,VA,Virginia Beach,WH-1015,Medium,Urban,Retail,Tier 1,True
RTL-02375,Wawa,Convenience,Southeast,VA,Virginia Beach,WH-1009,Medium,Suburban,Retail,Tier 3,True
RTL-02376,Spec's,Liquor,Southeast,VA,Virginia Beach,WH-1020,Medium,Urban,Retail,Tier 2,True
RTL-02377,Royal Farms,Convenience,Southeast,VA,Virginia Beach,WH-1016,Large,Urban,Retail,Tier 1,False
RTL-02378,RaceTrac,Convenience,Southeast,VA,Virginia Beach,WH-1012,Medium,Urban,Retail,Tier 2,True
RTL-02379,Sam's Club,Big Box,Southeast,VA,Richmond,WH-1013,Small,Suburban,Retail,Tier 3,True
RTL-02380,Total Wine,Liquor,Southeast,VA,Richmond,WH-1018,Medium,Suburban,Retail,Tier 3,True
RTL-02381,BJ's Wholesale,Big Box,Southeast,VA,Virginia Beach,WH-1018,Medium,Suburban,Retail,Tier 1,True
RTL-02382,Safeway,Grocery,Southeast,VA,Virginia Beach,WH-1014,Small,Urban,Retail,Tier 3,True
RTL-02383,Giant Eagle,Grocery,Southeast,VA,Virginia Beach,WH-1013,Large,Urban,Retail,Tier 2,True
RTL-02384,Speedway,Convenience,Southeast,VA,Richmond,WH-1009,Medium,Suburban,Retail,Tier 3,True
RTL-02385,BJ's Wholesale,Big Box,Southeast,VA,Virginia Beach,WH-1018,Large,Suburban,Retail,Tier 3,True
RTL-02386,Harris Teeter,Grocery,Southeast,VA,Virginia Beach,WH-1016,Medium,Suburban,Retail,Tier 2,True
RTL-02387,Circle K,Convenience,Southeast,WV,City_4,WH-1011,Small,Suburban,Retail,Tier 2,False
RTL-02388,Party City Liquor,Liquor,Southeast,WV,City_4,WH-1020,Large,Suburban,Retail,Tier 3,True
RTL-02389,Fine Wine & Good Spirits,Liquor,Southeast,WV,City_1,WH-1015,Medium,Suburban,Retail,Tier 2,True
RTL-02390,Walmart,Big Box,Southeast,WV,City_4,WH-1020,Medium,Urban,Retail,Tier 3,True
RTL-02391,Wegmans,Grocery,Southeast,WV,City_4,WH-1013,Large,Urban,Retail,Tier 2,True
RTL-02392,QFC,Grocery,Southeast,WV,City_2,WH-1020,Medium,Urban,Retail,Tier 3,True
RTL-02393,Costco,Big Box,Southeast,WV,City_3,WH-1009,Small,Suburban,Retail,Tier 2,True
RTL-02394,Sheetz,Convenience,Southeast,WV,City_4,WH-1014,Medium,Suburban,Retail,Tier 2,True
RTL-02395,Wegmans,Grocery,Southeast,WV,City_3,WH-1011,Superstore,Urban,Retail,Tier 2,True
RTL-02396,Giant Eagle,Grocery,Southeast,KY,Louisville,WH-1019,Medium,Urban,Retail,Tier 1,True
RTL-02397,Ralphs,Grocery,Southeast,KY,Louisville,WH-1013,Small,Rural,Retail,Tier 3,True
RTL-02398,King Soopers,Grocery,Southeast,KY,Louisville,WH-1020,Medium,Rural,Retail,Tier 3,True
RTL-02399,Cumberland Farms,Convenience,Southeast,KY,Louisville,WH-1009,Small,Suburban,Retail,Tier 2,True
RTL-02400,Kroger,Grocery,Southeast,KY,Louisville,WH-1014,Medium,Urban,Retail,Tier 2,True
RTL-02401,Circle K,Convenience,Southeast,KY,Louisville,WH-1014,Small,Suburban,Retail,Tier 2,False
RTL-02402,Target,Big Box,Southeast,KY,Louisville,WH-1011,Small,Suburban,Retail,Tier 2,True
RTL-02403,Casey's,Convenience,Southeast,KY,Louisville,WH-1020,Large,Suburban,Retail,Tier 3,True
RTL-02404,Fry's,Grocery,Southeast,KY,Louisville,WH-1016,Superstore,Urban,Retail,Tier 3,True
RTL-02405,Binny's,Liquor,Southeast,KY,Louisville,WH-1011,Large,Suburban,Retail,Tier 3,True
RTL-02406,Giant Eagle,Grocery,Southeast,KY,Louisville,WH-1017,Large,Suburban,Retail,Tier 3,True
RTL-02407,Speedway,Convenience,Southeast,KY,Louisville,WH-1020,Large,Suburban,Retail,Tier 3,True
RTL-02408,Mobil,Gas Station,Southeast,KY,Louisville,WH-1010,Large,Suburban,Retail,Tier 2,True
RTL-02409,Spec's,Liquor,Southeast,KY,Louisville,WH-1014,Large,Urban,Retail,Tier 1,True
RTL-02410,Binny's,Liquor,Southeast,KY,Louisville,WH-1017,Large,Rural,Retail,Tier 3,True
RTL-02411,Publix,Grocery,Southeast,TN,Memphis,WH-1020,Medium,Rural,Retail,Tier 2,True
RTL-02412,Royal Farms,Convenience,Southeast,TN,Memphis,WH-1014,Medium,Suburban,Retail,Tier 3,False
RTL-02413,Costco,Big Box,Southeast,TN,Nashville,WH-1017,Medium,Suburban,Retail,Tier 3,False
RTL-02414,ABC Fine Wine,Liquor,Southeast,TN,Memphis,WH-1020,Large,Suburban,Retail,Tier 3,True
RTL-02415,Wawa,Convenience,Southeast,TN,Memphis,WH-1017,Small,Urban,Retail,Tier 2,False
RTL-02416,7-Eleven,Convenience,Southeast,TN,Memphis,WH-1016,Small,Rural,Retail,Tier 2,True
RTL-02417,BJ's Wholesale,Big Box,Southeast,TN,Nashville,WH-1015,Small,Suburban,Retail,Tier 2,True
RTL-02418,Wawa,Convenience,Southeast,TN,Memphis,WH-1018,Small,Urban,Retail,Tier 2,False
RTL-02419,Target,Big Box,Southeast,TN,Nashville,WH-1016,Large,Suburban,Retail,Tier 3,True
RTL-02420,ABC Fine Wine,Liquor,Southeast,TN,Nashville,WH-1010,Medium,Suburban,Retail,Tier 3,True
RTL-02421,Stop & Shop,Grocery,Southeast,TN,Nashville,WH-1009,Medium,Suburban,Retail,Tier 3,True
RTL-02422,QFC,Grocery,Southeast,TN,Memphis,WH-1016,Large,Suburban,Retail,Tier 2,True
RTL-02423,Binny's,Liquor,Southeast,TN,Nashville,WH-1010,Small,Urban,Retail,Tier 3,True
RTL-02424,Sheetz,Convenience,Southeast,TN,Memphis,WH-1014,Medium,Suburban,Retail,Tier 3,True
RTL-02425,Circle K,Convenience,Southeast,TN,Nashville,WH-1011,Medium,Urban,Retail,Tier 1,False
RTL-02426,Stop & Shop,Grocery,Southeast,TN,Memphis,WH-1018,Small,Suburban,Retail,Tier 2,True
RTL-02427,King Soopers,Grocery,Southeast,TN,Nashville,WH-1016,Small,Urban,Retail,Tier 3,True
RTL-02428,Food Lion,Grocery,Southeast,TN,Nashville,WH-1016,Medium,Rural,Retail,Tier 3,True
RTL-02429,Wegmans,Grocery,Southeast,TN,Nashville,WH-1009,Medium,Urban,Retail,Tier 1,True
RTL-02430,Publix,Grocery,Southeast,TN,Nashville,WH-1011,Medium,Urban,Retail,Tier 2,True
RTL-02431,Fine Wine & Good Spirits,Liquor,Southeast,TN,Memphis,WH-1018,Medium,Suburban,Retail,Tier 1,True
RTL-02432,Safeway,Grocery,Southeast,TN,Memphis,WH-1010,Large,Suburban,Retail,Tier 1,True
RTL-02433,Party City Liquor,Liquor,Southeast,TN,Memphis,WH-1012,Small,Suburban,Retail,Tier 3,True
RTL-02434,Stop & Shop,Grocery,Southeast,TN,Nashville,WH-1010,Small,Suburban,Retail,Tier 3,True
RTL-02435,Fred Meyer,Grocery,Southeast,TN,Nashville,WH-1017,Small,Suburban,Retail,Tier 3,True
